PostingID,Title,Company,Location,Summary,Link,Description
78,Data & Applied Scientist,Microsoft,"Redmond, WA","The Azure Customer Growth & Analytics team is a centralized group of data scientists, analysts, and engineers on a mission to ensure customer success with Azure...",https://www.indeed.com/rc/clk?jk=2a3cbc24556d008d&fccid=734cb5a01ee60f80&vjs=3,"The Azure Customer Growth & Analytics team is a centralized group of data scientists, analysts, and engineers on a mission to ensure customer success with Azure..."
79,Data & Applied Scientist,Biblioso,"Redmond, WA","To help us build that foundation, we?re seeking a Data & Applied Scientist to join the Franchise Analytics Team....",https://www.indeed.com/company/Biblioso/jobs/Data-Applied-Scientist-913f53248ed5f488?fccid=ca61a82c3bd3756e&vjs=3,"To help us build that foundation, we?re seeking a Data & Applied Scientist to join the Franchise Analytics Team...."
80,Data & Tableau Reporting Analyst: Data Insights,Apple,"Santa Clara Valley, CA",Successful analytics teams involve data scientists and data engineers working hand in hand to build insightful and efficient solutions....,https://www.indeed.com/rc/clk?jk=b6ce6bb4c6571d59&fccid=c1099851e9794854&vjs=3,Successful analytics teams involve data scientists and data engineers working hand in hand to build insightful and efficient solutions....
81,"Data Analysis, Bureau of Veterinary and Pest Control Service...",New York City DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY","With staff of 1,000, the Division covers a broad range of subject matter, including oversight of environmental investigations, lead poisoning, injury prevention...",https://www.indeed.com/rc/clk?jk=46a8535e4cd13056&fccid=4146d8487cdbf799&vjs=3,"With staff of 1,000, the Division covers a broad range of subject matter, including oversight of environmental investigations, lead poisoning, injury prevention..."
82,Data Analyst,AiCure,"New York, NY","AiCure is a VC-funded startup that leverages mobile technology by combining it with Artificial Intelligence (Computer Vision, Machine Learning, Big Data) to...",https://www.indeed.com/rc/clk?jk=44b0b2fe2535f427&fccid=a7ffaac5586ee69a&vjs=3,"AiCure is a VC-funded startup that leverages mobile technology by combining it with Artificial Intelligence (Computer Vision, Machine Learning, Big Data) to..."
83,Data Analyst,AiCure,"New York, NY","AiCure is a VC-funded startup that leverages mobile technology by combining it with Artificial Intelligence (Computer Vision, Machine Learning, Big Data) to...",https://www.indeed.com/rc/clk?jk=44b0b2fe2535f427&fccid=a7ffaac5586ee69a&vjs=3,"AiCure is a VC-funded startup that leverages mobile technology by combining it with Artificial Intelligence (Computer Vision, Machine Learning, Big Data) to..."
84,Data Analyst,SecurityScorecard,"New York, NY","Participate in larger, ongoing data science initiatives around machine learning, predictive modeling, and platform analytics....",https://www.indeed.com/rc/clk?jk=5d566df3513cf197&fccid=78509d9530efbd99&vjs=3,"Participate in larger, ongoing data science initiatives around machine learning, predictive modeling, and platform analytics...."
85,Data Analyst,SecurityScorecard,"New York, NY","Participate in larger, ongoing data science initiatives around machine learning, predictive modeling, and platform analytics....",https://www.indeed.com/rc/clk?jk=5d566df3513cf197&fccid=78509d9530efbd99&vjs=3,"Participate in larger, ongoing data science initiatives around machine learning, predictive modeling, and platform analytics...."
86,Data Analyst,Casper,"New York, NY","1-3 years of experience as a Data Analyst, Data Scientist or Management Consultant, preferably at an e-commerce brand with a high volume of complex data....",https://www.indeed.com/rc/clk?jk=c1a8b3efbcedd705&fccid=34cc52740e2971c2&vjs=3,"1-3 years of experience as a Data Analyst, Data Scientist or Management Consultant, preferably at an e-commerce brand with a high volume of complex data...."
87,Data Analyst,Casper,"New York, NY","1-3 years of experience as a Data Analyst, Data Scientist or Management Consultant, preferably at an e-commerce brand with a high volume of complex data....",https://www.indeed.com/rc/clk?jk=c1a8b3efbcedd705&fccid=34cc52740e2971c2&vjs=3,"1-3 years of experience as a Data Analyst, Data Scientist or Management Consultant, preferably at an e-commerce brand with a high volume of complex data...."
88,Data Analyst,NYU Langone Health,"New York, NY","In this role, the successful candidate Execute ongoing analysis of research initiatives related to health policy, health choice/behavior, health economics, and...",https://www.indeed.com/rc/clk?jk=a8eec35c99422436&fccid=848e72c84ce4a7a7&vjs=3,"In this role, the successful candidate Execute ongoing analysis of research initiatives related to health policy, health choice/behavior, health economics, and..."
89,Data Analyst,Ollie Pet,"New York, NY","By creating reports and dashboards to bring insights to the pet-food space, you will elevate the Ollie Experience by empowering our team to make better business...",https://www.indeed.com/rc/clk?jk=724fef2a236e04ff&fccid=590c6a8231a77b85&vjs=3,"By creating reports and dashboards to bring insights to the pet-food space, you will elevate the Ollie Experience by empowering our team to make better business..."
90,Data Analyst,Ollie Pet,"New York, NY","By creating reports and dashboards to bring insights to the pet-food space, you will elevate the Ollie Experience by empowering our team to make better business...",https://www.indeed.com/rc/clk?jk=724fef2a236e04ff&fccid=590c6a8231a77b85&vjs=3,"By creating reports and dashboards to bring insights to the pet-food space, you will elevate the Ollie Experience by empowering our team to make better business..."
91,Data Analyst,Rockstar New York,"New York, NY","Partner with data scientists and live producers to identify strategic business questions, key metrics, and actionable insights....",https://www.indeed.com/rc/clk?jk=c7f15f3b5d17bae0&fccid=9044e8bd254c73d6&vjs=3,"Partner with data scientists and live producers to identify strategic business questions, key metrics, and actionable insights...."
92,Data Analyst,Shutterstock,"New York, NY","This position reports to the Manager, Analytics and will collaborate with an extremely talented and passionate team of researchers, data engineers and data...",https://www.indeed.com/rc/clk?jk=365abb0e6191e15f&fccid=bee6858907df8871&vjs=3,"This position reports to the Manager, Analytics and will collaborate with an extremely talented and passionate team of researchers, data engineers and data..."
93,Data Analyst / Jr. Data Scientist,Logic20/20,"Bellevue, WA","3+ years of experience working with SQL queries and accessing data. The program involves using true machine learning to improve customer care process, at the...",https://www.indeed.com/rc/clk?jk=3062daa116a1b966&fccid=e2f8d6934fd95c43&vjs=3,"3+ years of experience working with SQL queries and accessing data. The program involves using true machine learning to improve customer care process, at the..."
94,"Data Analyst, PNA",New York City NYC HOUSING AUTHORITY,"Manhattan, NY","NYCHA employees applying for promotional, title or level change opportunities must have served a period of one year in their current title and level (if...",https://www.indeed.com/rc/clk?jk=fa7fdea1e7ea4c08&fccid=969b19518dd1ab0f&vjs=3,"NYCHA employees applying for promotional, title or level change opportunities must have served a period of one year in their current title and level (if..."
95,Data Analyst/Jr. Data Scientist,Kaizen,"Charleston, SC",Experience with Data visualization tools such as Tableau (Sisense preferred). Machine Learning experience. Experience with R and/or Python....,https://www.indeed.com/rc/clk?jk=b52d8f870076b20a&fccid=7744852856e2842e&vjs=3,Experience with Data visualization tools such as Tableau (Sisense preferred). Machine Learning experience. Experience with R and/or Python....
96,Data Analyst/Modeler,New York City DEPARTMENT OF FINANCE,"Manhattan, NY","Strong programming, data analysis, statistical sampling and/or data mining experience. For Assignment Level I (only physical, biological and environmental...",https://www.indeed.com/rc/clk?jk=3d4a372f299a51cd&fccid=4500f579ddd13a3b&vjs=3,"Strong programming, data analysis, statistical sampling and/or data mining experience. For Assignment Level I (only physical, biological and environmental..."
97,Data Analytics Engineer,Cityblock Health,"Brooklyn, NY","Build the technical solutions to develop an analytics platform to deliver insights from a diverse set of data sources including claims, EHRs, Cityblock internal...",https://www.indeed.com/rc/clk?jk=6bfe694d8f1bbe36&fccid=9f8fb49912899420&vjs=3,"Build the technical solutions to develop an analytics platform to deliver insights from a diverse set of data sources including claims, EHRs, Cityblock internal..."
98,Data Analytics Professional - Data Scientist,Freddie Mac,"McLean, VA","1 to 3 years of experience performing data analysis using data analytics tools like R, Python, SAS, or SQL. Qualifying coursework may include-but is not limited...",https://www.indeed.com/rc/clk?jk=1952e5d0ede0c7c4&fccid=6c9562e858513298&vjs=3,"1 to 3 years of experience performing data analysis using data analytics tools like R, Python, SAS, or SQL. Qualifying coursework may include-but is not limited..."
99,Data Analytics Scientist,UNC-Chapel Hill,"Chapel Hill, NC",The Data Analytics Scientist provides creative data analytics support for projects that involve local and national collaborations with researchers and other...,https://www.indeed.com/rc/clk?jk=81679225f19a3c71&fccid=9a199e21f9f95369&vjs=3,The Data Analytics Scientist provides creative data analytics support for projects that involve local and national collaborations with researchers and other...
