PostingID,Title,Company,Location,Summary,Link,Description
337,Data Scientist,Softheon,"Stony Brook, NY","Empowering the nation's first state health benefit exchange since 2008, Softheon's vision and strategic direction has designed five platforms to help our...",https://www.indeed.com/rc/clk?jk=570606222358a0fb&fccid=90b75ffbce8e815e&vjs=3,"Empowering the nation's first state health benefit exchange since 2008, Softheon's vision and strategic direction has designed five platforms to help our..."
338,Data Scientist,Activision,"Boulder, CO","Lead Data Scientist. Manage machine learning projects and customer expectations. In this role, you will train machine learning models on data related to...",https://www.indeed.com/rc/clk?jk=04aee8f501b9ba0a&fccid=71147e0539a0a1b7&vjs=3,"Lead Data Scientist. Manage machine learning projects and customer expectations. In this role, you will train machine learning models on data related to..."
339,Data Scientist,CDPHP,"Albany, NY","The candidate will be responsible for designing and implementing data analysis strategies for large claims and clinical data sets using predictive modeling,...",https://www.indeed.com/rc/clk?jk=b47eb28b423bf0be&fccid=aa78349c929d97f5&vjs=3,"The candidate will be responsible for designing and implementing data analysis strategies for large claims and clinical data sets using predictive modeling,..."
340,Data Scientist,Verizon,"Ashburn, VA","Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)....",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dt0NgpWKdjJWvAF7D03sH3ru1s8TAd_IbaeQ-8VlkWkRFD2BzJjV_7Oj2NSmRhXos16MndVRMXk4zkVPsTZ9OxuG7vD2S5OrMwye0F4OUHPjKRTjNpZM3-5vNp2HzpFfPS0uwrc8sqm0t1aE_Erl7bZ_BlOlDkQM5Rbv4k3viDFR2sJgvSEbPGd8QIBr0E5eNq9Qw_mpsKXAiiFVLMKN7T1K1JQOGV0ID0X7lrITxBhLUCDPZqJLwAsznetlvcBou69wbxFQdYsNDg8UdkTpNVDdos9DzXJfAgGCV1yTjWUmB3o8KcpAKAa1NfdZSzYwVUalZGqRAdtLkc3QP1LP3TZH7ClYan9HuCCzOAZdv1nEVN-2DIzRanEfcRkz-K4Zymva8PUqBBkZeTdIfu4W7-TReqfawh6iLAsYS8NPrh6ut0LCZmMiICraKYqhvUpd45E4AMX1FacTSF_GaTHxcVFaB0wamx0oTKRGSYoitN4MRRQlAGDaGjfsWMLpZCJKwPQDKKGEuLdd9x_KIirLS4rbYXANl7IvGGTWeqork0pw8ZHB-bu-iiaMsO13GhixQi-YJ2v9cO7mMv6SQGyVkht2TocKw3MPe6AvsMIDm2c8Hjpk2ouuBWuJv3VNvXQlvt2WP67XMJhYvG4XJLRh262ekVJ3OO-TAPdo_E6X1MGvPXCX0JmI9F3LCfQWRBVyF9zLu6Ctxa8GK2iY-tFBA_FwmmiG09O71wxtRuxQOczgAvpQRHkpo9aYruPfONp_vRISvQX1SVD_2tPBTlczm5ZnmK_g3z_1TGscNtu-bQ_P6H6WuO_j17L7xZX3AOcpDkVOZH4QxIUJf0E3j0hYynN1-mIsl1W-iPxGYOutJ8V_Ow_im_WQQUqy5VgQN3XsV4WUbRnd6dyQU368ag-Ywc-Pn7mfBoQlyUTjZyO_kXcZZ_XPDigCHchUjdm4bgQrd7MhNVTzHXI5TzNrU_0yZqV8CJ-Tm5j1zZYnDOE9aBY2SOkCuVqKfhylLXEw82naC6ZRJ-zMJ_1_1U-TkxUifuawfxbCa8bQvOtUKonhY_8Zzev6blA3qBzJXY_pJnHGTXkM5VXgc87nybJ8NA3ZdF6aOdVuArfh-ZA_7-Vp_lFEQ1-BR361LTZ4j_zqjGk-a3kTsiISWo06BfNs58GgNImMhI_WVJoQ4G-KSfexR377tyAG50RTjC7IHo-68gceiFOFUfAF-SJDPuXp3HgwHm&vjs=3&p=11&fvj=0,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
341,Data Scientist,"K2 Insurance Services, LLC","San Diego, CA","Ideally, the Data Scientist will have:. Extensive background in data mining and statistical analysis. Analyze data from multiple internal and external sources...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C_m8-X_qKqd7i6Z-uaNF9lzj4avaCjGoWu8KSkapkcdNJNu54-q5JfZvRk8r72dsF7UgLnecm3-keH-2DkINWKIYMH4xM9aMTS250xajH08OkFHxbK2g1iz7N2atplWiAlLQR8mAp2Z2lPWD8uy0KxenlrxBSButou0wPeUgp7cNYO-9HdO-yh1j85NPROtJ2DLtxqtjDkUXx8ljd9l1_YzeBBc163YmNTjkj07ScMOnU7V90ife1e_FR6ZIN1te4FDGmP-InoZM_lExLGHnY3_plSG_1L8FjFoQIqsPYoBqmgP9MDBQD1Ts9vk8e6-Pgl38gvX1b3NXoYXmEJHqOAdhwdbuKCVFFGHknt_ypSsvWV1iTpjQjI_iJTXw2TvzJrsRyyyMTJUUWAbEMGsadD-fDl8olC-3dmLqH9Qc396w==&vjs=3&p=14&fvj=1,"Ideally, the Data Scientist will have:. Extensive background in data mining and statistical analysis. Analyze data from multiple internal and external sources..."
342,Data Scientist,Central Intelligence Agency,"Washington, DC","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjZycesTIQYxFSJWWs_8HUdDB9hwnbzKrEDmqNEQWLfwRG9GenFiLzX9NjSKXd29GoJou1coCM7ZGg7IScmmdEe74e89VIqFXFNsrwJ5EXLzprpJYSYoN85rZbb_IgML7fGcRyw7sFbXM4kY3nK2YKaFwBE_MuexErkAEYL3Hjc_Va_QUVklR8ObzOlCnawEgBISRQbpp8srLTdmCRl9sCcv600eGw3G_15oDNEhni1qJs_f51onQ2WTFMx3XK_vNOZuKjZkkmfWeC4gCHaDeGOssMP1XFvUITSLqp0Ii7dyE48cmQfNM688lodQOHoF5xIBmhv8HnoIfgltb4TEHQeX1IFgkfhj3g3GmEtGFUfZKXaVgrTukUlZYkG5HojTp8jlCi9Ez2uFDbOFnzbnZ7WI=&vjs=3&p=15&fvj=0,"Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
343,Data Scientist,"SubjectWell, Inc","Austin, TX","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization....",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dp563DjsObq-XbkeO1UH6GXV-7-BfdzB1yO3TslddRMX-xTwCybdhC2G5QZQ-jB0-Y6JorPn85KIZm6paVgbOUscw3sYJNbgoDhx1QHtqc885IxijP-IKBeQ3CMv0g5j-TtL1WxWY7tf9i-sDfnI5MrNb3jBcjCLcbtO_PIJOM8J3zF7OImhY13-57Li1w8Vv3LIgs6oS9l2yaSxgPaw6dGURtRwAUdBnJLJbrhOOOZDBiIGzaGzzCmJuj7h9i-Gx8PP81baJ4tAEYgRA52Eb4kCz0p0Ct4VZYvFoLRd_9SYRKFaIoaYbJtwLhUOFS_xLIY2sOMRmspMDTJ-mto2ccgC4N1dfWP8VF9ne-E5yC2AolQOqENA5eL9LKjPzmJUaKM2mYTJjhP8PTRbgxyWWoKRxf82eKIolCZ0a4McyzGzLpxG7tittx&vjs=3&p=17&fvj=1,"Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
344,Data Scientist,Indeed Prime,"Atlanta, GA",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZ45n2ity7_U2V29SKnoRM6yHuRhRlzH0QgHpbGQFcG6loaYH33T6uGAUnfyHqVvuPWr6L7hFzRtV7cVq536iYFDfdQeHgYCc5wMLH8PqInzsMArDIzHQkutT-tA2ZUinpjqC-H-wS-1JrfnMATeSdV9dXxq8r93oF1cbMXXfwl9TXlx_6UdyGSj6n8CrWjIKcg1xCgbJoGCblQGtvxK10UTe1f4kA-8Oxe6hkfN393eSj-BbzDXS9EFJVc66mBQF0VCHZek77n3X9APzd9Eg47TAthzsXG5ycsTaZARH2tuDUd01WiD-5ucGSxVKnAT168_t7wmlmCf2Xgd9aVLvPs5fByk7KBfiVA68IK_RbzAOsedOYEngSNOBa1YKE3n6Zw==&vjs=3&p=18&fvj=1,Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
345,Data Scientist,viagogo,"New York, NY","We'll teach you how to use tools like Excel, SQL and R to not only analyze data to ?nd the insights you're looking for, but to visualize and present it most...",https://www.indeed.com/rc/clk?jk=fade16962366143f&fccid=f0d24997b1d9e206&vjs=3,"We'll teach you how to use tools like Excel, SQL and R to not only analyze data to ?nd the insights you're looking for, but to visualize and present it most..."
346,Data Scientist,Intel,"Santa Clara, CA","Develop deep learning frameworks including deep network construction, network architecture and hyper parameter tuning....",https://www.indeed.com/rc/clk?jk=68cfab35114436ac&fccid=f1374be6a45f4b8a&vjs=3,"Develop deep learning frameworks including deep network construction, network architecture and hyper parameter tuning...."
347,Data Scientist,"Carters, Inc","Atlanta, GA","Use available data sources to deep dive and troubleshoot KPI metrics. The Company's Just One You and Genuine Kids brands are available at Target, its Child of...",https://www.indeed.com/rc/clk?jk=bc3fae38acfeb353&fccid=a9addf8bbe542dfe&vjs=3,"Use available data sources to deep dive and troubleshoot KPI metrics. The Company's Just One You and Genuine Kids brands are available at Target, its Child of..."
348,Data Scientist,Verizon,"Ashburn, VA","Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)....",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dt0NgpWKdjJWvAF7D03sH3ru1s8TAd_IbaeQ-8VlkWkRFD2BzJjV_7Oj2NSmRhXos16MndVRMXk4zkVPsTZ9OxuG7vD2S5OrMwye0F4OUHPjKRTjNpZM3-5vNp2HzpFfPS0uwrc8sqm0t1aE_Erl7b5uUhz9N6OBlIDx_FREvDfXy2IEnE6zKDLidGorqGVWv3MolK6pdQ8UJz-21zHqzSHD0G1r_TAlpNT9Jj3gyAU9lp33WzCVWuV1oBp1RwrXvscrmFMiCxN2qiLAMF2L3G8RmzSErnL4kmNB1dSYCSrLuSJY9pQq3O8lO2OW0XseBGgid67smBFl2fNWwBm3hQGd4BMhhs8pQfPXrT9BqMojbjrOFUYpaeenq_Fmp3gF8w8vwtT968QJ3WtoU-u1sxIVGvoQRw3Nr5n_agnDurtqY37IOXzWIJgdHtAbESbfhrPdIvOyNb632U3R1d9p_Vuo37AtifPOt06RGKJ5BwYyEPx9sBnykmmirrKlPA8KTHlmXmOPE8pTmFZ0RHkSCSpsRZ98kMQRhg5-CknuCIW3wmmn0ROqKGF6Qm0aT2ZSR2iENEMxhyw4YZew1rgkcrhYEw3kGU-Bi5zj6R6AKrnsV1nmNaRy8dUux4A9JHwp7f4iWNvMe4NV8M516GVk7SFrj195Mh26sEweeaVvbhDSWprRjMF3NHW999hKfLjS8aFrr_Malozkb9vAK9DAXGHMFmsxvtTTHTgRmDzfk0KHM-cRBWWLlXSRzAvYQCkDtwDOzxMjDLm506-BjPsiCmm4pFgCKqzTLYnDr-Tbfqy1e_3vokPSDKd8q_zanVioQSAGBMuHkzO8e1oRpVU4IouJXO23-hm-Pegs6pxm2OY4C1ZY_t0LpFwD5zNWH3xariVeDezHJLhfzuFvj-fr0QB615tAC_O1EI8m3e6MymdNM9Rf9kgHv5quQ-TuPcIyvZ4x2Bq6US4t3rWi4WgNmWpIjkGBhNCYwSmTygRVA1_v4SisR_qxJFFpvaTLTPagdUbs-aIAa930ThKxCl9hm3jtO3RbVjMgWTQDCGJcY3dNGB7v4QWgtLS0c3R4FCtGA8uP7GXWgEZgqbsOKK7QMoS-H1cEplQ8zUnUVEcLrvD2rek9f2czrUb-DCGnLKX4WsTP_N7CgUvUK4Qx5HCvppb1UvnzN7XR_WKJ3stUy4h1RrwgVxqX_KisSD3_5VXD77RQhnDSQI3ykZ_pNULzVM&vjs=3&p=10&fvj=0,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
349,Data Scientist,"K2 Insurance Services, LLC","San Diego, CA","Ideally, the Data Scientist will have:. Extensive background in data mining and statistical analysis. Analyze data from multiple internal and external sources...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C_m8-X_qKqd7i6Z-uaNF9lzj4avaCjGoWu8KSkapkcdNJNu54-q5JfZvRk8r72dsF7UgLnecm3-keH-2DkINWKIYMH4xM9aMTS250xajH08OkFHxbK2g1iz7N2atplWiAlLQR8mAp2Z2lPWD8uy0KxenlrxBSButqvMmOccTB4aDb01qqOI4xRlwbG8f_AwMHOqKvASbdeUlMFf3nExJv9dSmXQ4kWLI4pyMgc1vv8p5xNCSWhirfehQsMwHgnaFrfHqPd2zV3zJVPGmY_7V9wuHCXbW9Ud2Bi4yuiXLhG85dsuUuHcoeHOmt7wgH20Re7A75nvnYSxddmCVSdA_5RNguGLwffA0gDdG-HbYUOS37P9-9t0FBBQ1KfMvEbembe_Eswy8DPMwHEAODK9_iDPKc5raO3zEu4mKkf8iL9sA==&vjs=3&p=12&fvj=1,"Ideally, the Data Scientist will have:. Extensive background in data mining and statistical analysis. Analyze data from multiple internal and external sources..."
350,Data Scientist,Central Intelligence Agency,"Washington, DC","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjZycesTIQYxFSJWWs_8HUdDB9hwnbzKrEDmqNEQWLfwRG9GenFiLzX9NjSKXd29GoJou1coCM7ZGg7IScmmdEe74e89VIqFXFNsrwJ5EXLzpZSZVxYTtIKg2PxkluF3NA61PBgkd4irPH5IfW58_jmdE4RxyBpUwmYWANhJgya-OBT1Q8j6_RYzdgKekmN6NkcFoIVFD69SIt10eQSsu1SYHze2btmRmPkS4PCrK3iLEnr03UUlmqmfqHzrnALvQ2yVwyfgRTGzUFdPRGQYbbTSLjoVDkJosnJzVS53_XgY5tEodfFZcXzhpE8604sN6CapGeXCRy8UjN-h6kGeQtxERNt3r_z3dY0oYhc55e0CMG-zVzUulLlbIxr7L_kArAqF0jiL5kM45dEZqNo05C9o=&vjs=3&p=13&fvj=0,"Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
351,Data Scientist,"SubjectWell, Inc","Austin, TX","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization....",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dp563DjsObq-XbkeO1UH6GXV-7-BfdzB1yO3TslddRMX-xTwCybdhC2G5QZQ-jB0-Y6JorPn85KIZm6paVgbOUscw3sYJNbgoDhx1QHtqc885IxijP-IKBeQ3CMv0g5j-TtL1WxWY7tf9i-sDfnI5MrNb3jBcjCLe_PVJiAAnmv9dJqLXWOmjOVPUCn6CabyBEMgO5SrVfV4xAv6kdbldt2w_2cBJ_FYRi9x6nUmTovyUSI2WuN27Z1Pp3FquiugExu3ZY8dsFOcT-JFXt_3D82pFbqsrrd7Mqgm5GC274Z6srtOYJccbB4xvn0FjjCGmYxZkCy4FRW0aGYFqTSmFoyhSh2iD7BpOTg5AooKk-jWraJRK1ZkOpCNpXGKtTlPSLMfGXWFXHgomhrNdjutXw-83JjmUQo0z2RCrsM5-yBDZA9E4xuYh-&vjs=3&p=16&fvj=1,"Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
352,Data Scientist,Indeed Prime,"Atlanta, GA",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZ45n2ity7_U2V29SKnoRM6yHuRhRlzH0QgHpbGQFcG6loaYH33T6uGAUnfyHqVvuPWr6L7hFzRtV7cVq536iYFDfdQeHgYCc5wMLH8PqInzsMArDIzHQkus-PHK4VsE7wEFywEnKzAND8N_VuyUqTdWfLjfp_unjDqRTVxFEM-od9M0mh7qPUEFsEm3VItHG4pPl32bH2TpUojwiAP6g0l0XgdFnCnK99B3hRTWLuSf5AAQOKqEjWEO5ny_4ybWnXIEIowork4e-873aevZ27nPVALPmfXMBJftsTOvB7wcSvr_-5Zves3GJ24eiIIyEY11r0yCnZBcTVE-Ey0dPJKcAW7AP1rSZ2iNrljvpujs0Sh--QOwOTAY0cbwuSgpwgg==&vjs=3&p=17&fvj=1,Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
353,Data Scientist,DiDi Labs,"Mountain View, CA","SQL is a must, Python or R is good to have. 3+ years of industry experience in a data science or analytics role....",https://www.indeed.com/rc/clk?jk=66fb174a701dc7be&fccid=f9f7576fb7e7bdc4&vjs=3,"SQL is a must, Python or R is good to have. 3+ years of industry experience in a data science or analytics role...."
354,Data Scientist,ndustrial.io,"Raleigh, NC",Proven experience as a Data Scientist or Data Analyst. Experience in data mining. Present information using data visualization techniques....,https://www.indeed.com/rc/clk?jk=e8d04b3075b1838c&fccid=8a2d46d17e65e34f&vjs=3,Proven experience as a Data Scientist or Data Analyst. Experience in data mining. Present information using data visualization techniques....
355,Data Scientist,Citi,"New York, NY","OExperience with analytical tools, machine learning / AI languages and algorithms (e.g., Python, MatLab, R, Julia, SQL, etc)....",https://www.indeed.com/rc/clk?jk=68e31f213df42fef&fccid=5bcd1ef0a7f4fb99&vjs=3,"OExperience with analytical tools, machine learning / AI languages and algorithms (e.g., Python, MatLab, R, Julia, SQL, etc)...."
356,Data Scientist,"Takeoff Technologies, Inc.","Waltham, MA",Understanding and applying data mining techniques to generate deep insight and discover effective solutions to challenging problems....,https://www.indeed.,Understanding and applying data mining techniques to generate deep insight and discover effective solutions to challenging problems....
357,Data Scientist,M Science,"New York, NY","Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our...",https://www.indeed.com/rc/clk?jk=c1d8b516ae37dd07&fccid=54e080173f7bd82b&vjs=3,"Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our..."
358,Data Scientist,Healthcare Consultants Inc,"Pleasanton, CA",Over 2 years of experience working as a Data Scientist and has worked extensively on Data Analysis and Machine Learning tools....,https://www.indeed.com/company/Healthcare-Consultants-Inc/jobs/Data-Scientist-925a6c93b6dcc88f?fccid=2d16fe3826d20009&vjs=3,Over 2 years of experience working as a Data Scientist and has worked extensively on Data Analysis and Machine Learning tools....
359,Data Scientist,Verizon,"Ashburn, VA","Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)....",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dt0NgpWKdjJWvAF7D03sH3ru1s8TAd_IbaeQ-8VlkWkRFD2BzJjV_7Oj2NSmRhXos16MndVRMXk4zkVPsTZ9OxuG7vD2S5OrMwye0F4OUHPjKRTjNpZM3-5vNp2HzpFfPS0uwrc8sqm0t1aE_Erl7bZuN--_vpVTUqKRxGtn8bxvboSeKBA9meToYBDKysaYOcPMZABS-k8aQhTKdOE9kZZ9pJD_Z6atBmtUkfQ1mv49KDPbbA3zl0K2Zxr2iYjOemdL54vzEnkDP8U8T5KoC4CDGvQjWr7rE9FPwOpIxpe9PMi7DAAJBeK8wprNdC0mCYaEsN_OiaA0aytOzbA3a_deKe8TCHdyGqDCCVJ0B3AbDLczgIQPpZxTaWXuMW2rmHjpm-b58XdK0E0aM8oL71_C5j18BFwlGuDq-jz4OAGs8u003zInmPKHTDiZeyPWkcLgZgPkNCfhimKwzahjgr-Na-2JZJz82glYddIFs3luwEPLSpz559sG33zWr1uTRUj-wu6pzklz0cmDjXEqTq1KQFMxfugW7OaQ3CgblunuE8gTWvZAtO2A-VoJ3pghLF87b2UZaQjim0q1PRuFkxDeizCVMYE1oLF_ijSJazbdCwGRreSWU32WicWQl8SR3vEewwhW0bqWIoRz7KiQaDq3_Okaau6OWwGvsVc6ANHiuhh0EdbUC2cxVBpfRXAOP0uI814kkDVhTrPVPXq9vEEkHr28NRJiJlMfKCXX5nr_INdzmiCLjBiEWJ-3EofFgdabZdEvvs1EAPLcxK_-nP6ApkK5XZrwvYpdJDrUTVxrtotS1XHsULZrsSMFDIEySGt89VTxOTGYK8EY0XEBqu4wGe-ksZ92BnyaaR5pfp5xFNC329cDIwzb9y5DI0s_mymd6-Cdp4cuQvaQ-jY-N11qy3z24m8jucoqWc5QWz3ecOIhfF0vOttbF2FMznpECrjt4SZ5XNpT68G-10uhVcKem_vw4fAr3WXEwE9Fr0vXPWRXhCkoHpHYC9Lva_y1tqB07UVBozQ3AbEXhurHoY-gVwAzL4JrUmcHh6rRHLbZ5HUyaWlZ2LMAdQheGTqxmvZhgSccZsjDYz10Kf6AqAU-Z14Aff3DrYDPeqr0tSupGpCxMJzdVUBqaKUWwBMW0G-2I86A9lOeGLivI_0ID2MeGTvuNPmMaLfMc4rEcQWWrV8RHLCmySiswe4LxCTKiQrjviT4krJEZFqtYHSrvd&vjs=3&p=10&fvj=0,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
360,Data Scientist,"K2 Insurance Services, LLC","San Diego, CA","Ideally, the Data Scientist will have:. Extensive background in data mining and statistical analysis. Analyze data from multiple internal and external sources...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C_m8-X_qKqd7i6Z-uaNF9lzj4avaCjGoWu8KSkapkcdNJNu54-q5JfZvRk8r72dsF7UgLnecm3-keH-2DkINWKIYMH4xM9aMTS250xajH08OkFHxbK2g1iz7N2atplWiAlLQR8mAp2Z2lPWD8uy0KxenlrxBSButp89PKcw9ZmK7tyK_pMNClo_fX29gk7FZryJ4IKRIOGsi1IPUNBXVRfn78stGyvpITLlZZfA1-Ta5569ZacridXF-G0_WcK_7dCXkFjS5yFpBwMS_skPC8RXUZgB7jt6j3snrd4cPUdxubWhegu20_51LLkGN1UI6BUpxZ4V1tR8kBZ54dHOEMQQ9bRUN4YTJNU4TiZMf1fNFduVJrN_nyZxfUSEaaZrj0iZNd48ZkALRhOiglpkVqTvPCOey3VvZ1yV91qIAQ-VQ==&vjs=3&p=12&fvj=1,"Ideally, the Data Scientist will have:. Extensive background in data mining and statistical analysis. Analyze data from multiple internal and external sources..."
361,Data Scientist,Central Intelligence Agency,"Washington, DC","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjZycesTIQYxFSJWWs_8HUdDB9hwnbzKrEDmqNEQWLfwRG9GenFiLzX9NjSKXd29GoJou1coCM7ZGg7IScmmdEe74e89VIqFXFLryxXRk9RdQYoPh8JL8-7E9a1GS9lFex9M3pwbi2xRByIo6E14kSZSzaG-8mn0c-p7G8ZWDa2iCZ7Xzklm_4yQp0KZlhTxchwBAyxJDGcuTXbzdha6xKpoLx2ENOeJWt0xv3DsN1VjAUdHb45yXEANG-3GU7Y5WZJ8gOu5VNqm8wu8k4mBOS0Ny7BRYAmN01gopaVYtBB1HDAoU_UnqUjj3npbOjHha-8W5dfxc8vIFBagx9HtOa2v2UN3bn9VEkI_JEhA2fgwyaRRfrSgL0KXPVxjREE-hVi85HOXSWqSNB9yYnXmDztI=&vjs=3&p=13&fvj=0,"Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
362,Data Scientist,"SubjectWell, Inc","Austin, TX","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization....",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dp563DjsObq-XbkeO1UH6GXV-7-BfdzB1yO3TslddRMX-xTwCybdhC2G5QZQ-jB0-Y6JorPn85KIZm6paVgbOUscw3sYJNbgoDhx1QHtqc885IxijP-IKBeQ3CMv0g5j-TtL1WxWY7tf9i-sDfnI5MrNb3jBcjCLf8gPxp9h1hq3X6NPzMc_lB7-gcwHVbJqfrL1EIcCuhkQuFYNe-AEHAYJ-vgNKkMU0naSQZCdXCUTPEg_E5mYLwd_KixDqrPnKm4i64zIl526og-GZrtq8ElqtjFqj50GAss3FnQXPjgm4zplZmLo-XlhSoyJ0e2lYJIJk4HiC1CaJnuy3zySwm0rODLBvdp2jN7WpLaEDpDtUBv20jfwNt1minC4pjsPVx-BCqKyzeG9z0RqBp4pPTQWdQ5Zz-flOpH-2EnRjtS-hSmnwfLzOH&vjs=3&p=16&fvj=1,"Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
363,Data Scientist,Indeed Prime,"Atlanta, GA",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZ45n2ity7_U2V29SKnoRM6yHuRhRlzH0QgHpbGQFcG6loaYH33T6uGAUnfyHqVvuPWr6L7hFzRtV7cVq536iYFDfdQeHgYCc5wMLH8PqInzsgsyNscTJ4icIT-eOe5qPsO6yYyQJ-i9XKO9ehZdNitoj43NdILT9-4-4HT19xdUMASCpy0G1jyx1OJOXDBFUTqXhFJf7DZv_D5HkjFRaj3dDmei4HdiOARfZ8vX8AtneUb6GX4b6x68LOgyq-1Fxy791n1yMEupmZrr8f0vG5HQu_exg410h8HWiQ80Eui-3vp_NhEv7XsRPi-2StQkXWtM68h_Ve6_Zs3SZr9tLrzK-mxouU5wCHNuncXiruz3iWNXuBxmfSKvmq00Xakv_cA==&vjs=3&p=17&fvj=1,Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
364,Data Scientist,Central Intelligence Agency,"Washington, DC","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at...",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjZycesTIQYxFSJWWs_8HUdDB9hwnbzKrEDmqNEQWLfwRG9GenFiLzX9NjSKXd29GoJou1coCM7ZGg7IScmmdEe74e89VIqFXFJ-yr_ZWIXea3MVCX1t0GHcxPkaTZjgrRxUmTZYlmXO5F5pcsnpdFlXSCA631C_P5ka_RK9HA278qah7IKULA7hPpUamLfVT9AZtgyOCAbk7LQ7A95LkRkfgIu85OL18h6YRIvaaRcHqxPjVXyu9jtBcnTri6_f-wo9uLwJJnvzTfjOqkfbLwLZOFELd9dp328gD5TZvrGfSTA3aofibioW8pBu1P-mE5-qoXAXbhcaVMb05eiejDFxaKoMFkJsFpE-1w8lGZK9exUAyXjvLy7CrczVIbm1RhiGnEvqrkJMtvCyPMFfybLM=&vjs=3&p=0&fvj=0,"Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
